system:index,annual_mean_wind_speed,elevation,lat,lon,year,.geo
88_0,2.577087620828621,64,31.597604517115393,-82.39942259624007,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,1.830435372360615,90,46.89963926769154,-123.5906342665567,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,5.150119388813111,1960,34.46739691406309,-105.43068519135437,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,6.843379752631016,175,45.63424784487537,-86.57372247941734,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,2.427506924452351,150,51.391494589212606,-85.26007776862227,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,2.489988478194743,513,41.47135688443964,-78.74708264180805,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,2.4504309196898872,353,51.527653305664,-95.00749925378987,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,2.0991140556298524,326,37.71427957717965,-83.63150641835699,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,2.099250405713676,149,35.332598196231466,-94.39030937612249,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,4.6763938536880705,589,47.442814994928774,-100.43598740568575,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,4.153943502942334,393,45.83518371896047,-98.11571548594414,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,2.1010998315270424,85,36.666704124881825,-119.77439183448958,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0,1.826411459721414,1561,28.563514517809267,-102.31004260819758,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0,3.1000681584868137,336,43.616629693157265,-91.74709880365073,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0,2.6110324220758563,1316,31.467203492482128,-109.57564893733537,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0,1.600095877491304,327,36.03660218176882,-118.85361493466418,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0,4.3872928865257945,517,31.711851549037956,-100.14041642458126,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0,1.4622984015088771,1407,48.0007665623982,-114.59751637255349,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0,2.230861815994955,395,39.89500853357752,-80.42562719954846,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0,3.8365401515076925,887,46.16420058189816,-107.713566585142,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_0,6.498054308328244,227,45.76126110590448,-82.4645368563397,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0,2.0667066475481017,172,35.247609824716726,-80.41152864239731,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0,6.064235633710291,131,44.35099966656295,-68.30271843539798,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
119_0,5.013614824016265,7,38.7854559499687,-75.24515545322772,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
121_0,2.5098264646628894,329,52.66528293700314,-94.14402771346582,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
122_0,1.8580010710969816,1405,44.37983058128829,-120.41121435546633,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,4.917599643905334,881,45.700552540670415,-103.35636666621498,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,3.652914186082961,1259,31.527903293575033,-105.84723499831559,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
125_0,2.0206366090399737,1399,28.730491027632617,-102.06527357223634,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
126_0,3.116035535813914,1387,40.33384851678167,-104.37363897371516,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
127_0,2.4650690925505203,430,48.21652809583431,-72.50329453689325,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
128_0,3.0380639443376816,244,50.4287648581638,-78.36024957552294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
129_0,1.7315086809742815,611,45.96354461124657,-121.18159889115229,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
130_0,3.5661975874310246,1322,28.65290521367134,-104.45904240628221,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
131_0,2.9142907385910055,241,51.04104251341036,-96.16328400679534,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
133_0,2.724009111396581,136,37.93925375182843,-88.3591942350217,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
134_0,4.090154385302701,381,45.31207272010178,-95.2856942987378,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
135_0,4.299895774119154,313,45.34228490966514,-95.678984266595,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
136_0,3.6494478954811673,237,41.46980188714008,-87.74197208247578,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
137_0,2.3212519059425296,389,41.680914932205866,-74.88809469890829,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
138_0,2.0526937773828786,1753,40.06709576470924,-112.31773632994835,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
139_0,4.151944624419802,744,48.64072931476226,-106.95626471376247,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
141_0,1.9895356909900903,69,30.81869088026553,-90.87534187128988,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,2.0640782637768433,307,40.023016717881,-77.94990500682445,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
143_0,2.034046286090706,254,34.99069605576556,-94.21134508677255,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
144_0,3.0128480865317298,1521,41.80513420792315,-120.73305334481147,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,2.199332311874107,222,37.8534745909838,-85.95504596672808,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
148_0,1.9208000127666127,70,31.436284669333897,-86.70652907257102,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,3.2045616196907845,2138,34.0235113618394,-107.83031758036623,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
150_0,4.249458491031343,101,44.01108766149994,-77.27516090349636,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
151_0,1.9743379248909458,299,43.26975604604083,-123.95488115046646,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
152_0,2.182333199507655,373,41.329654329421125,-75.94926391721661,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
153_0,3.88657578397506,206,40.12834613517742,-87.98728884135596,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
154_0,6.952307923311357,179,48.10715927382371,-86.63448958726705,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
155_0,1.6851199960800933,1066,34.085646650330794,-111.24899417392676,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
156_0,3.8265943750761218,37,30.608600124940562,-112.8484685433,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
157_0,2.1092923779472845,357,35.082267929028994,-116.2102359177068,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
158_0,2.344298103789201,1523,42.74595541569329,-112.76505414169941,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
159_0,3.9275661242840414,194,42.1904918813022,-83.31451096948125,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
160_0,3.8764105618697684,405,37.76541964411383,-96.50780376998644,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
161_0,3.3528105658347926,1234,31.105224605213653,-106.6487334083539,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
162_0,3.6432402482956037,137,31.0086947409313,-96.58729276083453,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
163_0,2.459711744156743,59,52.065569842380874,-82.5501081159901,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
164_0,3.4868737470646947,392,49.99493225348557,-99.40071115069873,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
165_0,1.9171388361039745,1894,29.080651551535716,-107.40557594041313,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
167_0,3.6673093412989988,371,37.0823352847659,-96.84027307952078,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0,3.161054075984663,331,48.699556749317495,-94.63310601732292,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0,3.9551727154710634,491,51.65642127809008,-102.68681837080423,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_0,3.050965218914883,768,47.701245473854044,-118.14383676565033,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0,2.486512783988196,326,51.869140567271295,-89.45129757372241,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
174_0,4.142474860604577,415,46.078020167254266,-98.30458391357118,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
175_0,1.3687641358693536,3267,37.64462106923379,-107.10146057470489,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
176_0,1.4886247067378129,1236,48.210691589103526,-117.53735759149714,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
177_0,1.8365003336461627,30,31.568097728014607,-88.12238023114169,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
178_0,2.517576448785879,49,27.84924334921504,-81.70976309342659,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
179_0,3.838427201334592,225,41.705104673582156,-83.92473481834766,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
182_0,3.709645292051251,201,41.11540495983861,-91.21775485625652,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
183_0,1.7318905680903756,2086,43.517379278230756,-111.29219213746782,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
185_0,4.22651328067782,473,43.20429127345055,-98.51556105955413,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
186_0,1.7803491904390298,1322,31.08147147317531,-110.67319415119431,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
187_0,4.300874474472062,340,45.0969605796814,-95.10307036292288,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
188_0,2.4459201983676984,229,49.84300335896732,-84.86107846561355,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
189_0,1.976715728049776,140,34.45769272658086,-81.67365453789257,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
191_0,2.2662810356090266,233,49.12631830782761,-72.22740657441702,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
192_0,2.0906010304104132,181,36.650664187700364,-79.44559966779578,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
193_0,2.7389470245242755,332,27.373818342637797,-112.80048514753476,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
195_0,4.202896179240687,392,39.780428940340066,-96.13129835311236,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
197_0,2.2493060126049937,2286,27.65753071365974,-107.26807925092555,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
198_0,4.156294048546095,1469,40.71770152141962,-103.89915510219798,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
200_0,2.9342117791702336,205,35.60093524146092,-95.68072672938466,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
201_0,4.89705720774333,1077,36.17248629898117,-101.88610065632919,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
202_0,2.633401189123706,1791,40.944407868483374,-120.00527842982746,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
203_0,4.255574449023569,367,37.21788747903603,-97.60352808324755,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
204_0,3.112040279248203,501,45.371129733820055,-89.37264098728504,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
205_0,2.8585046539563925,29,38.87239050626375,-76.70179665613307,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
207_0,1.9775694365373078,249,37.05248200965857,-79.50246295215427,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
208_0,4.063614258796905,674,50.46510732262158,-103.9568835736306,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
210_0,2.0652603082885466,149,35.6667683955854,-79.26734303857741,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
211_0,2.367320264710146,1101,35.938033000867286,-114.0412216129533,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
212_0,3.69456246753913,1081,47.03053493234426,-108.71817589037208,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
213_0,3.229479172682729,248,39.369396949400546,-85.65117431201267,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
214_0,4.275008151536114,872,46.721280165882256,-107.79843055220161,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
216_0,2.4698405833729327,313,47.637410943041,-67.34200976658427,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
219_0,3.534139490273225,112,32.26100932921371,-96.19320935450838,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
220_0,3.6068329958935985,672,51.24553979763685,-109.75640585936841,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
221_0,3.148932106349881,944,43.26321136205809,-116.19640285532792,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
222_0,4.22565791920085,43,42.15574889719897,-70.88169658396902,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
224_0,1.6716602368692777,2398,38.717874873478316,-106.0788550062614,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
225_0,4.76171444805443,690,30.483924230560667,-101.4287013214476,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
226_0,4.2787463732023,675,48.553917383004006,-103.37395364743232,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
227_0,4.587731837273458,997,33.425367943264334,-102.02689218425392,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
229_0,2.4680569485454464,495,42.629237428309295,-75.1194939660549,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
231_0,3.190845660861429,326,47.64946249664233,-96.30818651266301,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
232_0,2.453133239617271,37,32.79906892619587,-90.60789268978381,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
233_0,2.6133813975668283,1537,28.561956375094393,-105.25355250642316,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
235_0,1.4375751689272276,2545,38.539501746966735,-106.85013989287293,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
236_0,1.3471307759375895,1122,47.79816087137519,-115.9809562168795,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
238_0,2.9411445012089548,73,34.84209713149878,-79.48912143187182,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
239_0,1.6360246706048756,1611,37.31959534073238,-117.72065451096445,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
240_0,4.008131803584046,1356,40.560682689496275,-103.56330731008175,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
241_0,2.867247546704472,26,30.102639734597908,-83.56120294725905,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
242_0,3.835183785974129,588,29.86923249017522,-115.10247226676051,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
244_0,2.2782928958130677,296,44.95387375494314,-72.14370354874436,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
245_0,1.410289890059847,1063,49.52420835922379,-120.74296133265467,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
246_0,4.2787463732023,696,48.4308234123921,-103.40123510527695,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
248_0,2.4946177336688016,557,50.10323705864914,-70.62642725125127,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
249_0,2.298449026358946,34,30.679302218497117,-86.74609305886645,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
250_0,3.0651529079646567,410,47.44784308852255,-93.3479929734814,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
251_0,2.0077748205222967,2040,33.2992070619142,-108.05406538425774,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
253_0,2.4845462909274914,1982,42.10902135511346,-118.35310079205153,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
254_0,1.6431973127145933,2164,39.302054254729065,-117.00767073585274,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
256_0,4.695318960806664,1275,41.07859626263366,-102.99148872472506,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
257_0,6.474304461452956,179,47.12449270601724,-84.98236990011381,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
258_0,6.928517448924603,73,43.693844944377716,-76.8387944782786,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
260_0,4.036606372370394,372,36.264229153369286,-97.9242024868159,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
261_0,3.0388071444330382,244,29.54739655084459,-98.3491542274359,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
262_0,2.8259799440417726,1347,43.272722433250266,-115.65781927962341,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
263_0,3.9571321419595686,556,52.224815878450485,-103.83902100948839,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
264_0,2.1753430474328193,119,36.80762502679437,-78.02605324671529,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
265_0,2.5569478267051875,1543,42.00974921053388,-119.80358028459078,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
266_0,3.711509816328816,177,33.17343046798474,-97.02234814954001,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
269_0,3.98261217573934,437,49.82988213660672,-100.60353018782895,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
272_0,2.201051239105598,18,30.434968608450113,-90.91871443892323,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
273_0,3.423349487748246,322,49.5979683711308,-95.06040142253538,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
275_0,2.73860314272617,1126,49.4135250471776,-113.59668703242149,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
276_0,2.4531408099201943,526,41.942190535513575,-77.29978106816458,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
278_0,4.812984391935408,888,47.018402173208166,-105.54551343894686,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
280_0,2.8196066441461753,1700,44.14659882725389,-104.24106536679918,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
281_0,2.408689342228031,176,51.23547773491367,-85.27107997200639,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
282_0,3.0798831752181512,1940,35.37911537292919,-105.89921562653636,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
283_0,3.056009304366077,445,45.41383591422403,-89.6954167044895,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0,2.377026086703756,271,37.7363011757216,-93.71155152248066,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0,2.2965850573067694,209,36.86575990218388,-86.74026481575925,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0,1.743563444612263,589,37.69723279690544,-79.22639372377374,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
287_0,6.026905628181459,179,47.5195377996185,-88.50122025263282,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
